user_id,order_id,Date,Amount,Merchant_id,Purchase_status,Rate_pct,Merchant_name,Revenue,Month,weekday,User_id,Age,Gender,Location,First_tran_date,tran_month,first_tran_month,Type_user
17342870,4178318599,2020-01-02,50000,12,,2,Viettel,1000.0,2020-01,Thursday,17342870,23_to_27,Female,HN,2020-01-02,2020-01,2020-01,New
44903164,4182227292,2020-01-02,20000,12,,2,Viettel,400.0,2020-01,Thursday,44903164,23_to_27,Female,HN,2019-01-15,2020-01,2019-01,Current
46643618,4175607358,2020-01-02,10000,12,,2,Viettel,200.0,2020-01,Thursday,46643618,28_to_32,Female,HN,2019-04-10,2020-01,2019-04,Current
45314265,4182856061,2020-01-02,50000,12,,2,Viettel,1000.0,2020-01,Thursday,45314265,28_to_32,Female,HCMC,2019-01-30,2020-01,2019-01,Current
40286438,4176928288,2020-01-02,50000,12,,2,Viettel,1000.0,2020-01,Thursday,40286438,28_to_32,Female,HCMC,2018-02-27,2020-01,2018-02,Current
37356945,4182555272,2020-01-02,50000,14,,4,Vinaphone,2000.0,2020-01,Thursday,37356945,28_to_32,Female,HN,2017-02-28,2020-01,2017-02,Current
39557508,4180781659,2020-01-02,30000,13,Mua hộ,3,Mobifone,900.0,2020-01,Thursday,39557508,23_to_27,Female,Other,2019-12-13,2020-01,2019-12,Current
6483747,4178859972,2020-01-02,30000,12,,2,Viettel,600.0,2020-01,Thursday,6483747,33_to_37,Female,HN,2019-03-11,2020-01,2019-03,Current
40234431,4177771395,2020-01-02,30000,13,,3,Mobifone,900.0,2020-01,Thursday,40234431,33_to_37,Female,HCMC,2017-12-26,2020-01,2017-12,Current
34589794,4177253223,2020-01-02,20000,12,,2,Viettel,400.0,2020-01,Thursday,34589794,33_to_37,Female,HN,2017-07-23,2020-01,2017-07,Current
49639792,4184029048,2020-01-02,50000,12,,2,Viettel,1000.0,2020-01,Thursday,49639792,33_to_37,Female,HN,2019-10-15,2020-01,2019-10,Current
27252617,4184042462,2020-01-02,100000,12,Mua hộ,2,Viettel,2000.0,2020-01,Thursday,27252617,33_to_37,Male,Other,2019-08-28,2020-01,2019-08,Current
28327930,4179781809,2020-01-02,100000,14,Mua hộ,4,Vinaphone,4000.0,2020-01,Thursday,28327930,33_to_37,Male,HCMC,2017-05-05,2020-01,2017-05,Current
51720976,4181662960,2020-01-02,200000,13,Mua hộ,3,Mobifone,6000.0,2020-01,Thursday,51720976,33_to_37,Female,HCMC,2020-01-01,2020-01,2020-01,New
14751825,4176283500,2020-01-02,100000,12,Mua hộ,2,Viettel,2000.0,2020-01,Thursday,14751825,18_to_22,Male,HCMC,2019-01-28,2020-01,2019-01,Current
42664618,4183971155,2020-01-02,100000,12,Mua hộ,2,Viettel,2000.0,2020-01,Thursday,42664618,23_to_27,Male,HCMC,2019-10-26,2020-01,2019-10,Current
42645002,4175356264,2020-01-02,100000,12,Mua hộ,2,Viettel,2000.0,2020-01,Thursday,42645002,23_to_27,Female,Other,2019-06-13,2020-01,2019-06,Current
48104068,4182174335,2020-01-02,20000,13,,3,Mobifone,600.0,2020-01,Thursday,48104068,unknown,Female,HCMC,2019-09-14,2020-01,2019-09,Current
37319421,4183269838,2020-01-02,20000,14,,4,Vinaphone,800.0,2020-01,Thursday,37319421,unknown,Female,HN,2019-06-14,2020-01,2019-06,Current
39040327,4180919466,2020-01-02,20000,12,,2,Viettel,400.0,2020-01,Thursday,39040327,unknown,Female,Unknown,2019-05-20,2020-01,2019-05,Current
39040327,4180919466,2020-01-02,20000,12,,2,Viettel,400.0,2020-01,Thursday,39040327,unknown,Female,Unknown,2019-05-20,2020-01,2019-05,Current
51461883,4177498856,2020-01-02,10000,12,,2,Viettel,200.0,2020-01,Thursday,51461883,unknown,Female,HCMC,2019-12-08,2020-01,2019-12,Current
51892918,4182152019,2020-01-02,50000,13,Mua hộ,3,Mobifone,1500.0,2020-01,Thursday,51892918,unknown,Male,Other,2019-12-24,2020-01,2019-12,Current
33127817,4181199882,2020-01-02,200000,13,Mua hộ,3,Mobifone,6000.0,2020-01,Thursday,33127817,23_to_27,Female,HCMC,2019-08-04,2020-01,2019-08,Current
39667677,4191745972,2020-01-03,10000,15,,4,Vietnamobile,400.0,2020-01,Friday,39667677,23_to_27,Female,HN,2018-10-18,2020-01,2018-10,Current
23456872,4185462148,2020-01-03,50000,12,,2,Viettel,1000.0,2020-01,Friday,23456872,>37,Female,HN,2018-03-07,2020-01,2018-03,Current
40691982,4185316342,2020-01-03,10000,13,,3,Mobifone,300.0,2020-01,Friday,40691982,>37,Female,HCMC,2018-06-14,2020-01,2018-06,Current
48306901,4189247472,2020-01-03,10000,12,,2,Viettel,200.0,2020-01,Friday,48306901,18_to_22,Female,HCMC,2019-08-16,2020-01,2019-08,Current
43954633,4188909994,2020-01-03,10000,12,,2,Viettel,200.0,2020-01,Friday,43954633,18_to_22,Female,Unknown,2018-10-26,2020-01,2018-10,Current
50295353,4191811733,2020-01-03,10000,12,,2,Viettel,200.0,2020-01,Friday,50295353,18_to_22,Female,HN,2019-10-28,2020-01,2019-10,Current
40567484,4188917695,2020-01-03,10000,12,,2,Viettel,200.0,2020-01,Friday,40567484,18_to_22,Female,HN,2019-07-07,2020-01,2019-07,Current
18625241,4188950970,2020-01-03,50000,13,,3,Mobifone,1500.0,2020-01,Friday,18625241,18_to_22,Female,HCMC,2019-04-19,2020-01,2019-04,Current
22151570,4190923313,2020-01-03,50000,15,,4,Vietnamobile,2000.0,2020-01,Friday,22151570,18_to_22,Female,HN,2018-12-22,2020-01,2018-12,Current
41333369,4190070748,2020-01-03,20000,12,,2,Viettel,400.0,2020-01,Friday,41333369,18_to_22,Female,HN,2018-03-17,2020-01,2018-03,Current
48283680,4187484249,2020-01-03,10000,12,,2,Viettel,200.0,2020-01,Friday,48283680,23_to_27,Female,HCMC,2019-08-30,2020-01,2019-08,Current
49929654,4186818445,2020-01-03,50000,13,,3,Mobifone,1500.0,2020-01,Friday,49929654,23_to_27,Female,HN,2019-11-16,2020-01,2019-11,Current
36034244,4185276800,2020-01-03,50000,12,,2,Viettel,1000.0,2020-01,Friday,36034244,23_to_27,Female,HN,2018-09-23,2020-01,2018-09,Current
45636789,4184331151,2020-01-03,20000,12,,2,Viettel,400.0,2020-01,Friday,45636789,28_to_32,Female,HN,2019-02-11,2020-01,2019-02,Current
46589604,4191064185,2020-01-03,10000,13,,3,Mobifone,300.0,2020-01,Friday,46589604,28_to_32,Male,HCMC,2019-04-02,2020-01,2019-04,Current
34086017,4188178189,2020-01-03,50000,13,,3,Mobifone,1500.0,2020-01,Friday,34086017,28_to_32,Male,HN,2018-11-27,2020-01,2018-11,Current
45824431,4189522303,2020-01-03,30000,13,Mua hộ,3,Mobifone,900.0,2020-01,Friday,45824431,28_to_32,Male,HCMC,2019-05-29,2020-01,2019-05,Current
38991899,4187610201,2020-01-03,20000,13,,3,Mobifone,600.0,2020-01,Friday,38991899,23_to_27,Male,HCMC,2017-11-30,2020-01,2017-11,Current
10404620,4184770784,2020-01-03,20000,14,,4,Vinaphone,800.0,2020-01,Friday,10404620,33_to_37,Male,HN,2019-02-28,2020-01,2019-02,Current
46939212,4191386544,2020-01-03,50000,13,Mua hộ,3,Mobifone,1500.0,2020-01,Friday,46939212,33_to_37,Male,Other,2019-05-07,2020-01,2019-05,Current
46641209,4188264197,2020-01-03,100000,14,Mua hộ,4,Vinaphone,4000.0,2020-01,Friday,46641209,23_to_27,Male,HCMC,2019-04-12,2020-01,2019-04,Current
433921,4188833541,2020-01-03,100000,13,Mua hộ,3,Mobifone,3000.0,2020-01,Friday,433921,28_to_32,Male,Other,2018-06-29,2020-01,2018-06,Current
52266202,4185417952,2020-01-03,20000,14,,4,Vinaphone,800.0,2020-01,Friday,52266202,unknown,Female,HN,2020-01-02,2020-01,2020-01,New
49293495,4190258172,2020-01-03,20000,13,,3,Mobifone,600.0,2020-01,Friday,49293495,unknown,Female,HN,2019-09-13,2020-01,2019-09,Current
46293493,4191063169,2020-01-03,50000,12,,2,Viettel,1000.0,2020-01,Friday,46293493,unknown,Female,HN,2019-04-01,2020-01,2019-04,Current
50895820,4184335959,2020-01-03,20000,12,,2,Viettel,400.0,2020-01,Friday,50895820,unknown,Female,HN,2020-01-02,2020-01,2020-01,New
24556679,4187400751,2020-01-03,50000,13,Mua hộ,3,Mobifone,1500.0,2020-01,Friday,24556679,unknown,Male,Other,2019-06-14,2020-01,2019-06,Current
39668530,4187299687,2020-01-03,100000,12,Mua hộ,2,Viettel,2000.0,2020-01,Friday,39668530,unknown,Male,Unknown,2017-10-01,2020-01,2017-10,Current
48869217,4184124853,2020-01-03,200000,12,Mua hộ,2,Viettel,4000.0,2020-01,Friday,48869217,23_to_27,Male,Other,2019-09-03,2020-01,2019-09,Current
7343035,4189917898,2020-01-03,200000,12,Mua hộ,2,Viettel,4000.0,2020-01,Friday,7343035,unknown,Female,Unknown,2018-08-28,2020-01,2018-08,Current
35772529,4199271390,2020-01-04,10000,14,,4,Vinaphone,400.0,2020-01,Saturday,35772529,28_to_32,Female,HN,2016-07-28,2020-01,2016-07,Current
3895427,4200777656,2020-01-04,50000,12,,2,Viettel,1000.0,2020-01,Saturday,3895427,>37,Male,HCMC,2019-04-26,2020-01,2019-04,Current
18282018,4194911975,2020-01-04,50000,14,Mua hộ,4,Vinaphone,2000.0,2020-01,Saturday,18282018,>37,Male,HCMC,2019-01-23,2020-01,2019-01,Current
44304188,4201246295,2020-01-04,10000,12,,2,Viettel,200.0,2020-01,Saturday,44304188,18_to_22,Male,HN,2019-07-04,2020-01,2019-07,Current
24735866,4196031243,2020-01-04,10000,12,,2,Viettel,200.0,2020-01,Saturday,24735866,18_to_22,Female,HCMC,2018-11-27,2020-01,2018-11,Current
41736980,4195532503,2020-01-04,10000,14,,4,Vinaphone,400.0,2020-01,Saturday,41736980,18_to_22,Male,Other,2019-02-01,2020-01,2019-02,Current
47642075,4199316715,2020-01-04,20000,12,,2,Viettel,400.0,2020-01,Saturday,47642075,18_to_22,Female,HCMC,2019-06-14,2020-01,2019-06,Current
38743740,4197931129,2020-01-04,10000,14,,4,Vinaphone,400.0,2020-01,Saturday,38743740,18_to_22,Male,HCMC,2019-07-21,2020-01,2019-07,Current
41574257,4198874224,2020-01-04,50000,12,,2,Viettel,1000.0,2020-01,Saturday,41574257,23_to_27,Female,Other,2018-04-30,2020-01,2018-04,Current
27122138,4196089628,2020-01-04,50000,14,,4,Vinaphone,2000.0,2020-01,Saturday,27122138,23_to_27,Male,HCMC,2017-08-01,2020-01,2017-08,Current
43161561,4195000783,2020-01-04,10000,12,,2,Viettel,200.0,2020-01,Saturday,43161561,23_to_27,Female,Other,2018-12-28,2020-01,2018-12,Current
43351514,4201005874,2020-01-04,50000,12,,2,Viettel,1000.0,2020-01,Saturday,43351514,23_to_27,Male,HN,2019-02-18,2020-01,2019-02,Current
33138809,4198711061,2020-01-04,10000,13,,3,Mobifone,300.0,2020-01,Saturday,33138809,23_to_27,Female,HCMC,2019-09-13,2020-01,2019-09,Current
16695119,4193718283,2020-01-04,50000,12,,2,Viettel,1000.0,2020-01,Saturday,16695119,23_to_27,Male,Other,2019-09-27,2020-01,2019-09,Current
43098253,4195285269,2020-01-04,20000,12,,2,Viettel,400.0,2020-01,Saturday,43098253,28_to_32,Male,Unknown,2018-08-30,2020-01,2018-08,Current
44112085,4195171488,2020-01-04,20000,13,,3,Mobifone,600.0,2020-01,Saturday,44112085,23_to_27,Male,HCMC,2018-11-09,2020-01,2018-11,Current
42079797,4195086640,2020-01-04,10000,12,,2,Viettel,200.0,2020-01,Saturday,42079797,33_to_37,Male,Other,2019-11-16,2020-01,2019-11,Current
48752944,4201023307,2020-01-04,100000,13,Mua hộ,3,Mobifone,3000.0,2020-01,Saturday,48752944,23_to_27,Male,Other,2019-12-13,2020-01,2019-12,Current
46694833,4201366223,2020-01-04,100000,13,Mua hộ,3,Mobifone,3000.0,2020-01,Saturday,46694833,23_to_27,Male,Other,2019-05-16,2020-01,2019-05,Current
42491494,4197924789,2020-01-04,100000,12,Mua hộ,2,Viettel,2000.0,2020-01,Saturday,42491494,28_to_32,Male,HCMC,2019-05-02,2020-01,2019-05,Current
50801991,4195477221,2020-01-04,50000,12,,2,Viettel,1000.0,2020-01,Saturday,50801991,unknown,Female,HN,2019-11-26,2020-01,2019-11,Current
47088232,4197226241,2020-01-04,30000,12,,2,Viettel,600.0,2020-01,Saturday,47088232,unknown,Male,HN,2019-05-07,2020-01,2019-05,Current
45374761,4199310659,2020-01-04,20000,12,,2,Viettel,400.0,2020-01,Saturday,45374761,unknown,Male,HN,2019-05-20,2020-01,2019-05,Current
42611490,4194191622,2020-01-04,20000,14,,4,Vinaphone,800.0,2020-01,Saturday,42611490,unknown,Male,HCMC,2018-07-19,2020-01,2018-07,Current
48468004,4196052624,2020-01-04,50000,15,,4,Vietnamobile,2000.0,2020-01,Saturday,48468004,unknown,Male,HCMC,2019-08-02,2020-01,2019-08,Current
41804908,4195157048,2020-01-04,100000,14,Mua hộ,4,Vinaphone,4000.0,2020-01,Saturday,41804908,unknown,Male,Other,2018-05-07,2020-01,2018-05,Current
17930178,4208656160,2020-01-05,10000,14,,4,Vinaphone,400.0,2020-01,Sunday,17930178,18_to_22,Female,HCMC,2019-06-12,2020-01,2019-06,Current
36741853,4208931365,2020-01-05,10000,13,,3,Mobifone,300.0,2020-01,Sunday,36741853,28_to_32,Female,Unknown,2016-12-06,2020-01,2016-12,Current
50724201,4206303564,2020-01-05,20000,14,,4,Vinaphone,800.0,2020-01,Sunday,50724201,>37,Male,Other,2019-11-12,2020-01,2019-11,Current
32514604,4205854713,2020-01-05,100000,14,Mua hộ,4,Vinaphone,4000.0,2020-01,Sunday,32514604,>37,Female,HCMC,2019-11-21,2020-01,2019-11,Current
42449093,4201954845,2020-01-05,20000,12,,2,Viettel,400.0,2020-01,Sunday,42449093,18_to_22,Female,HN,2020-01-05,2020-01,2020-01,New
40297145,4202258054,2020-01-05,50000,12,,2,Viettel,1000.0,2020-01,Sunday,40297145,23_to_27,Male,HCMC,2017-11-18,2020-01,2017-11,Current
48642148,4208009161,2020-01-05,20000,12,,2,Viettel,400.0,2020-01,Sunday,48642148,23_to_27,Female,Other,2019-08-21,2020-01,2019-08,Current
50164589,4201676138,2020-01-05,20000,12,,2,Viettel,400.0,2020-01,Sunday,50164589,23_to_27,Male,Other,2019-10-24,2020-01,2019-10,Current
46786668,4206399447,2020-01-05,50000,12,,2,Viettel,1000.0,2020-01,Sunday,46786668,23_to_27,Female,HCMC,2019-04-16,2020-01,2019-04,Current
46938024,4206111595,2020-01-05,10000,13,,3,Mobifone,300.0,2020-01,Sunday,46938024,23_to_27,Male,HCMC,2019-11-05,2020-01,2019-11,Current
5609637,4203607181,2020-01-05,30000,14,,4,Vinaphone,1200.0,2020-01,Sunday,5609637,23_to_27,Female,Unknown,2016-01-01,2020-01,2016-01,Current
24996915,4206694027,2020-01-05,50000,14,,4,Vinaphone,2000.0,2020-01,Sunday,24996915,28_to_32,Female,Other,2017-10-31,2020-01,2017-10,Current
52341496,4209370223,2020-01-05,100000,12,Mua hộ,2,Viettel,2000.0,2020-01,Sunday,52341496,28_to_32,Female,Other,2020-01-05,2020-01,2020-01,New
39793072,4206481067,2020-01-05,20000,13,,3,Mobifone,600.0,2020-01,Sunday,39793072,28_to_32,Female,HCMC,2017-08-30,2020-01,2017-08,Current
50536653,4203747780,2020-01-05,50000,12,,2,Viettel,1000.0,2020-01,Sunday,50536653,28_to_32,Female,Other,2019-11-15,2020-01,2019-11,Current
44224725,4202603561,2020-01-05,100000,12,Mua hộ,2,Viettel,2000.0,2020-01,Sunday,44224725,28_to_32,Male,Other,2018-11-25,2020-01,2018-11,Current
39643372,4206803877,2020-01-05,50000,13,,3,Mobifone,1500.0,2020-01,Sunday,39643372,28_to_32,Male,Other,2019-06-29,2020-01,2019-06,Current
41037361,4208135077,2020-01-05,20000,15,,4,Vietnamobile,800.0,2020-01,Sunday,41037361,28_to_32,Female,Other,2018-02-10,2020-01,2018-02,Current
28192570,4204928092,2020-01-05,20000,13,,3,Mobifone,600.0,2020-01,Sunday,28192570,33_to_37,Male,Other,2020-01-03,2020-01,2020-01,New
1020897,4203743220,2020-01-05,50000,12,,2,Viettel,1000.0,2020-01,Sunday,1020897,33_to_37,Male,HCMC,2019-08-16,2020-01,2019-08,Current
38441824,4205437612,2020-01-05,20000,13,,3,Mobifone,600.0,2020-01,Sunday,38441824,33_to_37,Female,HN,2018-05-17,2020-01,2018-05,Current
40674684,4208305397,2020-01-05,20000,12,,2,Viettel,400.0,2020-01,Sunday,40674684,unknown,Male,HN,2017-12-28,2020-01,2017-12,Current
50037817,4203109408,2020-01-05,20000,15,,4,Vietnamobile,800.0,2020-01,Sunday,50037817,unknown,Female,HCMC,2019-10-21,2020-01,2019-10,Current
52146440,4205538260,2020-01-05,20000,12,,2,Viettel,400.0,2020-01,Sunday,52146440,unknown,Female,Unknown,2019-12-29,2020-01,2019-12,Current
48918278,4208887560,2020-01-05,20000,12,,2,Viettel,400.0,2020-01,Sunday,48918278,unknown,Female,Unknown,2019-09-23,2020-01,2019-09,Current
40393105,4211844699,2020-01-06,10000,15,,4,Vietnamobile,400.0,2020-01,Monday,40393105,28_to_32,Female,HCMC,2018-03-26,2020-01,2018-03,Current
43667830,4212419253,2020-01-06,10000,13,,3,Mobifone,300.0,2020-01,Monday,43667830,>37,Female,HCMC,2018-10-11,2020-01,2018-10,Current
41744238,4212519174,2020-01-06,10000,13,,3,Mobifone,300.0,2020-01,Monday,41744238,18_to_22,Male,Other,2018-12-16,2020-01,2018-12,Current
41737461,4210901794,2020-01-06,100000,13,,3,Mobifone,3000.0,2020-01,Monday,41737461,18_to_22,Male,Other,2019-03-07,2020-01,2019-03,Current
46148297,4215986274,2020-01-06,100000,14,,4,Vinaphone,4000.0,2020-01,Monday,46148297,18_to_22,Male,HN,2019-03-02,2020-01,2019-03,Current
44092973,4211784198,2020-01-06,10000,14,,4,Vinaphone,400.0,2020-01,Monday,44092973,18_to_22,Female,Other,2018-11-03,2020-01,2018-11,Current
40754110,4211621636,2020-01-06,50000,12,,2,Viettel,1000.0,2020-01,Monday,40754110,18_to_22,Female,HCMC,2019-11-08,2020-01,2019-11,Current
34925312,4218335573,2020-01-06,50000,13,,3,Mobifone,1500.0,2020-01,Monday,34925312,23_to_27,Male,Other,2018-04-12,2020-01,2018-04,Current
52307145,4215337396,2020-01-06,50000,12,,2,Viettel,1000.0,2020-01,Monday,52307145,23_to_27,Male,Other,2020-01-04,2020-01,2020-01,New
41213868,4215798679,2020-01-06,50000,12,,2,Viettel,1000.0,2020-01,Monday,41213868,23_to_27,Male,Other,2019-12-23,2020-01,2019-12,Current
40914676,4214530856,2020-01-06,50000,12,,2,Viettel,1000.0,2020-01,Monday,40914676,23_to_27,Female,HCMC,2019-10-13,2020-01,2019-10,Current
15431947,4215658287,2020-01-06,20000,12,,2,Viettel,400.0,2020-01,Monday,15431947,23_to_27,Female,HCMC,2016-12-16,2020-01,2016-12,Current
41662105,4210906739,2020-01-06,10000,12,,2,Viettel,200.0,2020-01,Monday,41662105,28_to_32,Male,Other,2018-04-21,2020-01,2018-04,Current
52286524,4212019431,2020-01-06,20000,14,,4,Vinaphone,800.0,2020-01,Monday,52286524,28_to_32,Female,HCMC,2020-01-03,2020-01,2020-01,New
44277149,4216890957,2020-01-06,50000,13,,3,Mobifone,1500.0,2020-01,Monday,44277149,28_to_32,Male,HCMC,2019-12-21,2020-01,2019-12,Current
47612546,4210489691,2020-01-06,10000,12,,2,Viettel,200.0,2020-01,Monday,47612546,28_to_32,Male,Other,2019-06-14,2020-01,2019-06,Current
50802214,4217048837,2020-01-06,50000,13,,3,Mobifone,1500.0,2020-01,Monday,50802214,28_to_32,Female,HCMC,2019-11-19,2020-01,2019-11,Current
47954000,4217462362,2020-01-06,20000,12,,2,Viettel,400.0,2020-01,Monday,47954000,33_to_37,Male,Other,2019-11-22,2020-01,2019-11,Current
36826440,4210137846,2020-01-06,50000,14,,4,Vinaphone,2000.0,2020-01,Monday,36826440,33_to_37,Female,HCMC,2019-07-06,2020-01,2019-07,Current
20536213,4209784686,2020-01-06,100000,13,Mua hộ,3,Mobifone,3000.0,2020-01,Monday,20536213,33_to_37,Male,Unknown,2018-02-27,2020-01,2018-02,Current
31423896,4216099382,2020-01-06,50000,14,,4,Vinaphone,2000.0,2020-01,Monday,31423896,23_to_27,Female,HCMC,2019-05-24,2020-01,2019-05,Current
27713094,4210318078,2020-01-06,50000,14,,4,Vinaphone,2000.0,2020-01,Monday,27713094,28_to_32,Female,Other,2019-05-24,2020-01,2019-05,Current
45091126,4214248724,2020-01-06,20000,12,,2,Viettel,400.0,2020-01,Monday,45091126,unknown,Female,HN,2019-01-16,2020-01,2019-01,Current
41457711,4212525642,2020-01-06,100000,14,Mua hộ,4,Vinaphone,4000.0,2020-01,Monday,41457711,unknown,Male,HN,2018-03-30,2020-01,2018-03,Current
38838834,4217220450,2020-01-06,100000,12,Mua hộ,2,Viettel,2000.0,2020-01,Monday,38838834,unknown,Male,Other,2017-05-17,2020-01,2017-05,Current
43727357,4212257898,2020-01-06,10000,12,,2,Viettel,200.0,2020-01,Monday,43727357,unknown,Male,Unknown,2018-11-09,2020-01,2018-11,Current
36370239,4211250901,2020-01-06,50000,13,,3,Mobifone,1500.0,2020-01,Monday,36370239,unknown,Male,Unknown,2018-12-04,2020-01,2018-12,Current
44253392,4219801157,2020-01-07,10000,14,,4,Vinaphone,400.0,2020-01,Tuesday,44253392,>37,Male,Other,2019-07-20,2020-01,2019-07,Current
47447314,4225890813,2020-01-07,30000,12,,2,Viettel,600.0,2020-01,Tuesday,47447314,>37,Male,HN,2019-06-12,2020-01,2019-06,Current
42463210,4219529172,2020-01-07,20000,13,,3,Mobifone,600.0,2020-01,Tuesday,42463210,23_to_27,Female,Other,2019-06-06,2020-01,2019-06,Current
21203234,4224184672,2020-01-07,30000,12,,2,Viettel,600.0,2020-01,Tuesday,21203234,18_to_22,Female,HCMC,2019-10-08,2020-01,2019-10,Current
43452424,4224018488,2020-01-07,30000,12,,2,Viettel,600.0,2020-01,Tuesday,43452424,23_to_27,Female,Other,2018-10-12,2020-01,2018-10,Current
