user_id,order_id,date,amount,merchant_id,purchase_status,month,year,week,weekday,first_tran_date,tenure_days,first_tran_month,tran_month,type_user,total_tx,rate_pct,revenue
10404620,4184770784,2020-01-03,20000,14,,1,2020,1,Friday,2019-02-28,309.0,2019-02,2020-01,Current,1,4,800.0
46939212,4191386544,2020-01-03,50000,13,Purchase on behalf of someone,1,2020,1,Friday,2019-05-07,241.0,2019-05,2020-01,Current,1,3,1500.0
46641209,4188264197,2020-01-03,100000,14,Purchase on behalf of someone,1,2020,1,Friday,2019-04-12,266.0,2019-04,2020-01,Current,1,4,4000.0
433921,4188833541,2020-01-03,100000,13,Purchase on behalf of someone,1,2020,1,Friday,2018-06-29,553.0,2018-06,2020-01,Current,1,3,3000.0
52266202,4185417952,2020-01-03,20000,14,,1,2020,1,Friday,2020-01-02,1.0,2020-01,2020-01,New,1,4,800.0
49293495,4190258172,2020-01-03,20000,13,,1,2020,1,Friday,2019-09-13,112.0,2019-09,2020-01,Current,1,3,600.0
46293493,4191063169,2020-01-03,50000,12,,1,2020,1,Friday,2019-04-01,277.0,2019-04,2020-01,Current,1,2,1000.0
50895820,4184335959,2020-01-03,20000,12,,1,2020,1,Friday,2020-01-02,1.0,2020-01,2020-01,New,1,2,400.0
24556679,4187400751,2020-01-03,50000,13,Purchase on behalf of someone,1,2020,1,Friday,2019-06-14,203.0,2019-06,2020-01,Current,1,3,1500.0
39668530,4187299687,2020-01-03,100000,12,Purchase on behalf of someone,1,2020,1,Friday,2017-10-01,824.0,2017-10,2020-01,Current,1,2,2000.0
48869217,4184124853,2020-01-03,200000,12,Purchase on behalf of someone,1,2020,1,Friday,2019-09-03,122.0,2019-09,2020-01,Current,1,2,4000.0
7343035,4189917898,2020-01-03,200000,12,Purchase on behalf of someone,1,2020,1,Friday,2018-08-28,493.0,2018-08,2020-01,Current,1,2,4000.0
35772529,4199271390,2020-01-04,10000,14,,1,2020,1,Saturday,2016-07-28,1255.0,2016-07,2020-01,Current,1,4,400.0
3895427,4200777656,2020-01-04,50000,12,,1,2020,1,Saturday,2019-04-26,253.0,2019-04,2020-01,Current,1,2,1000.0
18282018,4194911975,2020-01-04,50000,14,Purchase on behalf of someone,1,2020,1,Saturday,2019-01-23,346.0,2019-01,2020-01,Current,1,4,2000.0
44304188,4201246295,2020-01-04,10000,12,,1,2020,1,Saturday,2019-07-04,184.0,2019-07,2020-01,Current,1,2,200.0
24735866,4196031243,2020-01-04,10000,12,,1,2020,1,Saturday,2018-11-27,403.0,2018-11,2020-01,Current,1,2,200.0
41736980,4195532503,2020-01-04,10000,14,,1,2020,1,Saturday,2019-02-01,337.0,2019-02,2020-01,Current,1,4,400.0
47642075,4199316715,2020-01-04,20000,12,,1,2020,1,Saturday,2019-06-14,204.0,2019-06,2020-01,Current,2,2,400.0
38743740,4197931129,2020-01-04,10000,14,,1,2020,1,Saturday,2019-07-21,167.0,2019-07,2020-01,Current,1,4,400.0
41574257,4198874224,2020-01-04,50000,12,,1,2020,1,Saturday,2018-04-30,614.0,2018-04,2020-01,Current,1,2,1000.0
27122138,4196089628,2020-01-04,50000,14,,1,2020,1,Saturday,2017-08-01,886.0,2017-08,2020-01,Current,1,4,2000.0
43161561,4195000783,2020-01-04,10000,12,,1,2020,1,Saturday,2018-12-28,372.0,2018-12,2020-01,Current,1,2,200.0
43351514,4201005874,2020-01-04,50000,12,,1,2020,1,Saturday,2019-02-18,320.0,2019-02,2020-01,Current,1,2,1000.0
33138809,4198711061,2020-01-04,10000,13,,1,2020,1,Saturday,2019-09-13,113.0,2019-09,2020-01,Current,1,3,300.0
16695119,4193718283,2020-01-04,50000,12,,1,2020,1,Saturday,2019-09-27,99.0,2019-09,2020-01,Current,1,2,1000.0
43098253,4195285269,2020-01-04,20000,12,,1,2020,1,Saturday,2018-08-30,492.0,2018-08,2020-01,Current,1,2,400.0
44112085,4195171488,2020-01-04,20000,13,,1,2020,1,Saturday,2018-11-09,421.0,2018-11,2020-01,Current,1,3,600.0
42079797,4195086640,2020-01-04,10000,12,,1,2020,1,Saturday,2019-11-16,49.0,2019-11,2020-01,Current,1,2,200.0
48752944,4201023307,2020-01-04,100000,13,Purchase on behalf of someone,1,2020,1,Saturday,2019-12-13,22.0,2019-12,2020-01,Current,1,3,3000.0
46694833,4201366223,2020-01-04,100000,13,Purchase on behalf of someone,1,2020,1,Saturday,2019-05-16,233.0,2019-05,2020-01,Current,1,3,3000.0
42491494,4197924789,2020-01-04,100000,12,Purchase on behalf of someone,1,2020,1,Saturday,2019-05-02,247.0,2019-05,2020-01,Current,1,2,2000.0
50801991,4195477221,2020-01-04,50000,12,,1,2020,1,Saturday,2019-11-26,39.0,2019-11,2020-01,Current,1,2,1000.0
47088232,4197226241,2020-01-04,30000,12,,1,2020,1,Saturday,2019-05-07,242.0,2019-05,2020-01,Current,1,2,600.0
45374761,4199310659,2020-01-04,20000,12,,1,2020,1,Saturday,2019-05-20,229.0,2019-05,2020-01,Current,1,2,400.0
42611490,4194191622,2020-01-04,20000,14,,1,2020,1,Saturday,2018-07-19,534.0,2018-07,2020-01,Current,1,4,800.0
48468004,4196052624,2020-01-04,50000,15,,1,2020,1,Saturday,2019-08-02,155.0,2019-08,2020-01,Current,1,4,2000.0
41804908,4195157048,2020-01-04,100000,14,Purchase on behalf of someone,1,2020,1,Saturday,2018-05-07,607.0,2018-05,2020-01,Current,1,4,4000.0
17930178,4208656160,2020-01-05,10000,14,,1,2020,1,Sunday,2019-06-12,207.0,2019-06,2020-01,Current,1,4,400.0
36741853,4208931365,2020-01-05,10000,13,,1,2020,1,Sunday,2016-12-06,1125.0,2016-12,2020-01,Current,1,3,300.0
50724201,4206303564,2020-01-05,20000,14,,1,2020,1,Sunday,2019-11-12,54.0,2019-11,2020-01,Current,1,4,800.0
32514604,4205854713,2020-01-05,100000,14,Purchase on behalf of someone,1,2020,1,Sunday,2019-11-21,45.0,2019-11,2020-01,Current,1,4,4000.0
42449093,4201954845,2020-01-05,20000,12,,1,2020,1,Sunday,2020-01-05,0.0,2020-01,2020-01,New,1,2,400.0
40297145,4202258054,2020-01-05,50000,12,,1,2020,1,Sunday,2017-11-18,778.0,2017-11,2020-01,Current,1,2,1000.0
48642148,4208009161,2020-01-05,20000,12,,1,2020,1,Sunday,2019-08-21,137.0,2019-08,2020-01,Current,1,2,400.0
50164589,4201676138,2020-01-05,20000,12,,1,2020,1,Sunday,2019-10-24,73.0,2019-10,2020-01,Current,1,2,400.0
46786668,4206399447,2020-01-05,50000,12,,1,2020,1,Sunday,2019-04-16,264.0,2019-04,2020-01,Current,1,2,1000.0
46938024,4206111595,2020-01-05,10000,13,,1,2020,1,Sunday,2019-11-05,61.0,2019-11,2020-01,Current,1,3,300.0
5609637,4203607181,2020-01-05,30000,14,,1,2020,1,Sunday,2016-01-01,1465.0,2016-01,2020-01,Current,1,4,1200.0
24996915,4206694027,2020-01-05,50000,14,,1,2020,1,Sunday,2017-10-31,796.0,2017-10,2020-01,Current,1,4,2000.0
52341496,4209370223,2020-01-05,100000,12,Purchase on behalf of someone,1,2020,1,Sunday,2020-01-05,0.0,2020-01,2020-01,New,1,2,2000.0
39793072,4206481067,2020-01-05,20000,13,,1,2020,1,Sunday,2017-08-30,858.0,2017-08,2020-01,Current,1,3,600.0
50536653,4203747780,2020-01-05,50000,12,,1,2020,1,Sunday,2019-11-15,51.0,2019-11,2020-01,Current,1,2,1000.0
44224725,4202603561,2020-01-05,100000,12,Purchase on behalf of someone,1,2020,1,Sunday,2018-11-25,406.0,2018-11,2020-01,Current,1,2,2000.0
39643372,4206803877,2020-01-05,50000,13,,1,2020,1,Sunday,2019-06-29,190.0,2019-06,2020-01,Current,1,3,1500.0
41037361,4208135077,2020-01-05,20000,15,,1,2020,1,Sunday,2018-02-10,694.0,2018-02,2020-01,Current,1,4,800.0
28192570,4204928092,2020-01-05,20000,13,,1,2020,1,Sunday,2020-01-03,2.0,2020-01,2020-01,New,1,3,600.0
1020897,4203743220,2020-01-05,50000,12,,1,2020,1,Sunday,2019-08-16,142.0,2019-08,2020-01,Current,1,2,1000.0
38441824,4205437612,2020-01-05,20000,13,,1,2020,1,Sunday,2018-05-17,598.0,2018-05,2020-01,Current,1,3,600.0
40674684,4208305397,2020-01-05,20000,12,,1,2020,1,Sunday,2017-12-28,738.0,2017-12,2020-01,Current,1,2,400.0
50037817,4203109408,2020-01-05,20000,15,,1,2020,1,Sunday,2019-10-21,76.0,2019-10,2020-01,Current,1,4,800.0
52146440,4205538260,2020-01-05,20000,12,,1,2020,1,Sunday,2019-12-29,7.0,2019-12,2020-01,Current,1,2,400.0
48918278,4208887560,2020-01-05,20000,12,,1,2020,1,Sunday,2019-09-23,104.0,2019-09,2020-01,Current,1,2,400.0
40393105,4211844699,2020-01-06,10000,15,,1,2020,2,Monday,2018-03-26,651.0,2018-03,2020-01,Current,1,4,400.0
43667830,4212419253,2020-01-06,10000,13,,1,2020,2,Monday,2018-10-11,452.0,2018-10,2020-01,Current,1,3,300.0
41744238,4212519174,2020-01-06,10000,13,,1,2020,2,Monday,2018-12-16,386.0,2018-12,2020-01,Current,1,3,300.0
41737461,4210901794,2020-01-06,100000,13,,1,2020,2,Monday,2019-03-07,305.0,2019-03,2020-01,Current,1,3,3000.0
46148297,4215986274,2020-01-06,100000,14,,1,2020,2,Monday,2019-03-02,310.0,2019-03,2020-01,Current,1,4,4000.0
44092973,4211784198,2020-01-06,10000,14,,1,2020,2,Monday,2018-11-03,429.0,2018-11,2020-01,Current,1,4,400.0
40754110,4211621636,2020-01-06,50000,12,,1,2020,2,Monday,2019-11-08,59.0,2019-11,2020-01,Current,1,2,1000.0
34925312,4218335573,2020-01-06,50000,13,,1,2020,2,Monday,2018-04-12,634.0,2018-04,2020-01,Current,1,3,1500.0
52307145,4215337396,2020-01-06,50000,12,,1,2020,2,Monday,2020-01-04,2.0,2020-01,2020-01,New,1,2,1000.0
41213868,4215798679,2020-01-06,50000,12,,1,2020,2,Monday,2019-12-23,14.0,2019-12,2020-01,Current,1,2,1000.0
40914676,4214530856,2020-01-06,50000,12,,1,2020,2,Monday,2019-10-13,85.0,2019-10,2020-01,Current,1,2,1000.0
15431947,4215658287,2020-01-06,20000,12,,1,2020,2,Monday,2016-12-16,1116.0,2016-12,2020-01,Current,1,2,400.0
41662105,4210906739,2020-01-06,10000,12,,1,2020,2,Monday,2018-04-21,625.0,2018-04,2020-01,Current,1,2,200.0
52286524,4212019431,2020-01-06,20000,14,,1,2020,2,Monday,2020-01-03,3.0,2020-01,2020-01,New,1,4,800.0
44277149,4216890957,2020-01-06,50000,13,,1,2020,2,Monday,2019-12-21,16.0,2019-12,2020-01,Current,1,3,1500.0
47612546,4210489691,2020-01-06,10000,12,,1,2020,2,Monday,2019-06-14,206.0,2019-06,2020-01,Current,1,2,200.0
50802214,4217048837,2020-01-06,50000,13,,1,2020,2,Monday,2019-11-19,48.0,2019-11,2020-01,Current,1,3,1500.0
47954000,4217462362,2020-01-06,20000,12,,1,2020,2,Monday,2019-11-22,45.0,2019-11,2020-01,Current,1,2,400.0
36826440,4210137846,2020-01-06,50000,14,,1,2020,2,Monday,2019-07-06,184.0,2019-07,2020-01,Current,1,4,2000.0
20536213,4209784686,2020-01-06,100000,13,Purchase on behalf of someone,1,2020,2,Monday,2018-02-27,678.0,2018-02,2020-01,Current,1,3,3000.0
31423896,4216099382,2020-01-06,50000,14,,1,2020,2,Monday,2019-05-24,227.0,2019-05,2020-01,Current,1,4,2000.0
27713094,4210318078,2020-01-06,50000,14,,1,2020,2,Monday,2019-05-24,227.0,2019-05,2020-01,Current,1,4,2000.0
45091126,4214248724,2020-01-06,20000,12,,1,2020,2,Monday,2019-01-16,355.0,2019-01,2020-01,Current,1,2,400.0
41457711,4212525642,2020-01-06,100000,14,Purchase on behalf of someone,1,2020,2,Monday,2018-03-30,647.0,2018-03,2020-01,Current,1,4,4000.0
38838834,4217220450,2020-01-06,100000,12,Purchase on behalf of someone,1,2020,2,Monday,2017-05-17,964.0,2017-05,2020-01,Current,1,2,2000.0
43727357,4212257898,2020-01-06,10000,12,,1,2020,2,Monday,2018-11-09,423.0,2018-11,2020-01,Current,1,2,200.0
36370239,4211250901,2020-01-06,50000,13,,1,2020,2,Monday,2018-12-04,398.0,2018-12,2020-01,Current,1,3,1500.0
44253392,4219801157,2020-01-07,10000,14,,1,2020,2,Tuesday,2019-07-20,171.0,2019-07,2020-01,Current,1,4,400.0
47447314,4225890813,2020-01-07,30000,12,,1,2020,2,Tuesday,2019-06-12,209.0,2019-06,2020-01,Current,1,2,600.0
42463210,4219529172,2020-01-07,20000,13,,1,2020,2,Tuesday,2019-06-06,215.0,2019-06,2020-01,Current,1,3,600.0
21203234,4224184672,2020-01-07,30000,12,,1,2020,2,Tuesday,2019-10-08,91.0,2019-10,2020-01,Current,1,2,600.0
43452424,4224018488,2020-01-07,30000,12,,1,2020,2,Tuesday,2018-10-12,452.0,2018-10,2020-01,Current,1,2,600.0
4198027,4225518991,2020-01-07,10000,12,,1,2020,2,Tuesday,2019-12-09,29.0,2019-12,2020-01,Current,1,2,200.0
36910469,4219213328,2020-01-07,10000,13,,1,2020,2,Tuesday,2016-12-30,1103.0,2016-12,2020-01,Current,1,3,300.0
31252154,4221203084,2020-01-07,500000,13,Purchase on behalf of someone,1,2020,2,Tuesday,2018-04-16,631.0,2018-04,2020-01,Current,1,3,15000.0
43889142,4223621861,2020-01-07,100000,12,,1,2020,2,Tuesday,2018-11-16,417.0,2018-11,2020-01,Current,1,2,2000.0
40034877,4220019404,2020-01-07,50000,14,,1,2020,2,Tuesday,,,,2020-01,Current,1,4,2000.0
15420155,4221698835,2020-01-07,10000,12,,1,2020,2,Tuesday,2018-07-18,538.0,2018-07,2020-01,Current,1,2,200.0
45612772,4220422348,2020-01-07,30000,12,,1,2020,2,Tuesday,2019-08-10,150.0,2019-08,2020-01,Current,1,2,600.0
44637485,4219530285,2020-01-07,100000,12,,1,2020,2,Tuesday,2019-06-18,203.0,2019-06,2020-01,Current,1,2,2000.0
37089718,4236262793,2020-01-08,10000,14,,1,2020,2,Wednesday,2019-10-24,76.0,2019-10,2020-01,Current,1,4,400.0
40323241,4233014457,2020-01-08,10000,14,,1,2020,2,Wednesday,2018-02-13,694.0,2018-02,2020-01,Current,1,4,400.0
39070735,4237513216,2020-01-08,20000,13,,1,2020,2,Wednesday,2019-06-20,202.0,2019-06,2020-01,Current,1,3,600.0
44363205,4236973519,2020-01-08,20000,12,,1,2020,2,Wednesday,2020-01-06,2.0,2020-01,2020-01,New,1,2,400.0
5319518,4229406419,2020-01-08,50000,13,,1,2020,2,Wednesday,2018-03-03,676.0,2018-03,2020-01,Current,1,3,1500.0
41217395,4229113933,2020-01-08,100000,13,Purchase on behalf of someone,1,2020,2,Wednesday,2018-10-30,435.0,2018-10,2020-01,Current,1,3,3000.0
47939444,4230717526,2020-01-08,20000,12,,1,2020,2,Wednesday,2019-07-02,190.0,2019-07,2020-01,Current,1,2,400.0
41466242,4233008927,2020-01-08,10000,12,,1,2020,2,Wednesday,2018-04-28,620.0,2018-04,2020-01,Current,1,2,200.0
47941938,4236338234,2020-01-08,10000,15,,1,2020,2,Wednesday,2019-07-07,185.0,2019-07,2020-01,Current,1,4,400.0
45203001,4232209905,2020-01-08,20000,12,,1,2020,2,Wednesday,2019-11-28,41.0,2019-11,2020-01,Current,1,2,400.0
1197234,4231365903,2020-01-08,20000,12,,1,2020,2,Wednesday,2019-12-05,34.0,2019-12,2020-01,Current,1,2,400.0
42817538,4235134351,2020-01-08,10000,14,,1,2020,2,Wednesday,2018-09-30,465.0,2018-09,2020-01,Current,1,4,400.0
41317552,4236373139,2020-01-08,100000,13,,1,2020,2,Wednesday,2018-05-25,593.0,2018-05,2020-01,Current,1,3,3000.0
51098879,4228618269,2020-01-08,20000,12,,1,2020,2,Wednesday,2019-11-30,39.0,2019-11,2020-01,Current,1,2,400.0
50356824,4237681683,2020-01-08,10000,14,,1,2020,2,Wednesday,2019-10-30,70.0,2019-10,2020-01,Current,1,4,400.0
44019750,4235530631,2020-01-08,10000,13,,1,2020,2,Wednesday,2018-10-31,434.0,2018-10,2020-01,Current,1,3,300.0
48849717,4237461085,2020-01-08,20000,15,,1,2020,2,Wednesday,2019-09-29,101.0,2019-09,2020-01,Current,1,4,800.0
42364953,4233690815,2020-01-08,20000,13,,1,2020,2,Wednesday,2019-12-26,13.0,2019-12,2020-01,Current,1,3,600.0
49526720,4235727682,2020-01-08,100000,12,,1,2020,2,Wednesday,2019-12-22,17.0,2019-12,2020-01,Current,1,2,2000.0
42560232,4235424465,2020-01-08,50000,13,,1,2020,2,Wednesday,2019-08-21,140.0,2019-08,2020-01,Current,1,3,1500.0
44757772,4236374376,2020-01-08,30000,12,,1,2020,2,Wednesday,2019-09-21,109.0,2019-09,2020-01,Current,1,2,600.0
51483064,4232262167,2020-01-08,10000,13,,1,2020,2,Wednesday,2019-12-16,23.0,2019-12,2020-01,Current,1,3,300.0
44691575,4233857317,2020-01-08,100000,13,,1,2020,2,Wednesday,2019-02-01,341.0,2019-02,2020-01,Current,1,3,3000.0
11367669,4230460130,2020-01-08,100000,13,,1,2020,2,Wednesday,2019-11-10,59.0,2019-11,2020-01,Current,1,3,3000.0
